,date,sales_usd,product_description,client_name,sales_agent_name,dates_well
63,55,685096.1645,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-02-25
1798,55,542113.04,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-02-25
515,55,383623.95399999997,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-25
516,55,533323.3294,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-02-25
517,55,738214.7019,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-25
2823,55,486768.434,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-25
62,55,49297.844919999996,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-02-25
1797,55,140789.4183,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-02-25
2824,55,6976173.953,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-25
1159,55,119300.0573,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-25
3631,55,773613.9419,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-02-25
3632,55,1828764.302,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-02-25
3627,55,6618.945418,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-02-25
1160,55,874016.0283,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-25
3630,55,241829.6846,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-02-25
3628,55,31276.383019999997,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-02-25
3629,55,173810.7569,Producto G,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-02-25
64,56,38420.439060000004,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-02-26
2828,56,2724226.535,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-26
65,56,733622.2505,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-02-26
2212,56,70650.34245,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-02-26
520,56,1147153.4109999998,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-26
519,56,350735.5853,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-26
518,56,187380.58899999998,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-26
3641,56,800875.4604,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-02-26
2213,56,493611.50899999996,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-02-26
1164,56,1933500.2119999998,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-26
1163,56,1420931.696,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-02-26
1162,56,240455.3249,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-26
1161,56,149745.842,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-02-26
1165,56,2747771.724,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-02-26
3634,56,34810.37482,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-02-26
1799,56,262222.7609,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-02-26
3636,56,143578.1775,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-02-26
3637,56,149875.7535,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-02-26
3642,56,1169717.399,Producto D,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-02-26
3638,56,174091.6405,Producto I,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-02-26
3639,56,370032.4312,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-02-26
2825,56,79565.79541,Producto F,Arbolitos Unidos de México S.A. de C.V.,Edson Álvarez,2020-02-26
3640,56,741160.6876,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-02-26
3635,56,122995.8436,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-02-26
2826,56,260520.5967,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-02-26
2827,56,504936.3237,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-26
3644,56,2190273.102,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-02-26
3643,56,1316715.139,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-02-26
1800,56,844511.05,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-02-26
3633,56,-120790.4607,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-02-26
1802,57,948462.7759,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-02-27
1801,57,867203.4481,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-02-27
66,57,25245.13854,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-02-27
67,57,641527.2231,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-02-27
1169,57,1612604.631,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-27
1166,57,76309.39704,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-27
1168,57,511347.9099,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-02-27
1167,57,266875.2485,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-02-27
993,57,2773285.327,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-02-27
3648,57,1011577.655,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-02-27
3647,57,648259.031,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-02-27
2214,57,795366.7676,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-27
3645,57,161554.9933,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-02-27
3646,57,525429.5071,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-02-27
522,57,1513515.792,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-27
2830,57,7648975.982999999,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-27
2829,57,1008550.777,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-27
523,57,2660438.844,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-02-27
521,57,740415.5764,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-27
3654,58,1073072.942,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-02-28
3653,58,954287.8287,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-02-28
3652,58,623587.0007,Producto G,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-02-28
1170,58,228525.7596,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-28
1171,58,2409393.401,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-28
2833,58,1231278.094,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-28
2832,58,1177096.769,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-02-28
3649,58,-5393.240462,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-02-28
2831,58,931587.8699,Producto F,Arbolitos Unidos de México S.A. de C.V.,Edson Álvarez,2020-02-28
3656,58,2866738.108,Producto D,Pescaditos SA de CV,Rodolfo Pizarro,2020-02-28
2834,58,6514434.865,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-28
3651,58,204386.1993,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-02-28
3650,58,5186.670094,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-02-28
3655,58,1624594.77,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-02-28
1803,58,1009164.1209999999,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-02-28
524,58,483380.4876,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-28
525,58,590991.9291,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-02-28
526,58,2551065.226,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-28
69,58,514590.4892,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-02-28
68,58,33260.7162,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-02-28
1804,59,446483.9006,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-02-29
3657,59,59466.26701,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-02-29
3658,59,169357.1757,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-02-29
3659,59,729394.8226,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-02-29
3660,59,2283613.287,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-02-29
3661,59,2523659.1040000003,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-02-29
70,59,486681.4052,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-02-29
1172,59,190460.0259,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-02-29
1173,59,259445.5313,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-02-29
1805,59,1017515.21,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-02-29
2836,59,5105060.836,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-29
527,59,102360.5928,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-29
528,59,202860.074,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-02-29
2835,59,170607.9112,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-02-29
2839,61,2692616.7569999998,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-02
994,61,2309851.125,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-02
2217,61,1164282.762,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-03-02
2216,61,700386.2582,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-03-02
2840,61,4814707.379,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-02
1807,61,813887.4929,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-03-02
1806,61,556686.9599,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-02
1174,61,47477.54603,Producto E,Pescaditos SA de CV,Raul Jimenez,2020-03-02
1175,61,72649.80452,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-03-02
1176,61,232411.0476,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-02
1177,61,239419.7004,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-02
3667,61,15767619.51,Producto D,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-02
3666,61,476733.87899999996,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-03-02
3665,61,440557.4162,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-02
3664,61,254293.4802,Producto G,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-03-02
2215,61,34748.265289999996,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-03-02
2838,61,786967.3946,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-02
2837,61,57337.4652,Producto E,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-02
1178,61,829433.959,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-02
71,61,13977.6478,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-03-02
72,61,175446.178,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-02
1179,61,1559939.039,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-02
3663,61,94455.08374,Producto I,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-02
3662,61,90000.34026,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-02
530,61,1420399.8930000002,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-02
529,61,745795.7027,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-02
2218,61,1289035.712,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-02
2842,62,735323.76,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-03
2222,62,2805646.332,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-03
2221,62,1367172.501,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-03
3671,62,1238600.672,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-03-03
2219,62,-12544.2427,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-03
3674,62,6243709.735,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-03-03
3673,62,1648615.24,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-03
3672,62,1569612.7419999999,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-03
1180,62,424450.5567,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-03
3670,62,1111146.5890000002,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-03
3669,62,897077.4098,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-03-03
3668,62,689170.7226,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-03
531,62,355849.8606,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-03
73,62,447226.1057,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-03
2220,62,120303.7869,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-03
2841,62,228599.7399,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-03
2843,62,7068180.222999999,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-03
1181,62,1665654.285,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-03
995,62,1442523.497,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-03
1808,62,940782.2294,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-03
535,62,1912211.301,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-03
534,62,820428.3146,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-03
533,62,782262.0695,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-03-03
1809,62,8717890.484,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-03-03
532,62,502504.3406,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-03
74,63,46365.92708,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-03-04
2224,63,187925.0923,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-04
2223,63,3227.0767809999998,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-03-04
996,63,1071887.803,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-04
2844,63,399924.0923,Producto F,Arbolitos Unidos de México S.A. de C.V.,Edson Álvarez,2020-03-04
3679,63,559543.0044,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-03-04
3678,63,334134.7444,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-04
3677,63,73160.94324,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-03-04
3676,63,21288.36607,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-03-04
1810,63,840622.5109999999,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-04
2225,63,615667.2974,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-03-04
2845,63,643486.4449,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-04
536,63,245848.6742,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-04
2846,63,6596290.001,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-04
75,63,517592.1848,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-04
3675,63,8388.46937,Producto A,Pescaditos SA de CV,Rodolfo Pizarro,2020-03-04
2226,63,705882.4659,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-04
3680,63,1031971.363,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-04
1182,63,190107.4832,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-04
1183,63,372179.1509,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-04
1184,63,390064.1591,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-03-04
1186,63,867005.2803,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-04
2227,63,2992946.997,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-04
1185,63,735716.3901,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-04
76,64,27768.42218,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-03-05
537,64,323237.8635,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-05
3687,64,837819.4062,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-03-05
3688,64,1542101.89,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-05
3689,64,4979928.153,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-03-05
539,64,613725.9507,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-05
77,64,419702.5674,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-05
3686,64,775896.6735,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-05
2849,64,4226241.813,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-05
538,64,588526.9788,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-05
3684,64,357014.7499,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-03-05
2228,64,640105.5083,Producto F,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-05
2229,64,4348729.67,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-05
3681,64,17788.95755,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-03-05
1187,64,1389162.945,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-05
997,64,1883845.6809999999,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-05
3685,64,558701.8438,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-05
3683,64,122343.159,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-05
3682,64,81455.92267,Producto G,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-03-05
1812,64,1356294.358,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-03-05
2847,64,658476.7313,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-05
2848,64,1076472.5359999998,Producto E,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-05
1811,64,160645.9391,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-05
2850,64,5190310.351,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-05
78,65,10796.04672,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-03-06
79,65,640238.6512,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-06
2853,65,2589312.773,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-06
2851,65,565856.7176,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-06
2852,65,746239.54,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-06
3690,65,1227527.926,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-06
1190,65,195640.0601,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-06
542,65,1231703.6809999999,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-06
541,65,993789.6517,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-06
540,65,528314.3689,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-06
1813,65,298478.8664,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-03-06
1189,65,105467.0076,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-06
543,65,2626645.91,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-06
1814,65,1927729.3069999998,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-06
1188,65,58282.130489999996,Producto E,Pescaditos SA de CV,Raul Jimenez,2020-03-06
1194,65,2124374.309,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-06
1193,65,1074435.544,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-06
1192,65,824060.8421,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-06
3691,65,1355351.62,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-06
3692,65,1538416.4019999998,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-06
1191,65,323896.4817,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-03-06
1195,65,3895420.357,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-06
1815,66,1078953.8020000001,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-07
1816,66,1274296.019,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-03-07
80,66,428863.8439,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-07
544,66,1124374.504,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-07
2854,66,1392430.237,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-07
3694,66,793914.3931,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-03-07
3693,66,443665.6265,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-07
1196,66,218320.4476,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-07
3704,68,1988431.211,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-03-09
1817,68,719493.8849,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-03-09
546,68,472609.3595,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-09
545,68,178923.4958,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-09
2855,68,8411.092749,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-09
2856,68,1552574.9619999998,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-09
81,68,734171.6494,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-09
3705,68,2266228.9069999997,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-09
2232,68,643520.1142,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-03-09
1818,68,980704.4803,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-09
2231,68,321931.1249,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-09
1197,68,221914.4089,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-03-09
3695,68,65927.62222,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-09
3696,68,112075.2024,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-03-09
3697,68,175129.9478,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-03-09
3698,68,206691.0116,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-03-09
3699,68,249018.2939,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-09
3700,68,320148.4288,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-09
3701,68,393794.1523,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-09
3702,68,975587.4469,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-03-09
3703,68,1124730.7,Producto G,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-03-09
2230,68,67421.9946,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-03-09
1819,68,1396551.007,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-03-09
2233,69,43601.245989999996,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-10
2234,69,341244.594,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-10
2235,69,978627.0804,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-10
3709,69,542732.4416,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-03-10
2859,69,1889162.014,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-10
2857,69,475449.2159,Producto E,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-10
2860,69,8335090.8379999995,Producto G,Jamonsitos SAPI de CV,Edson Álvarez,2020-03-10
1202,69,1558446.34,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-10
1201,69,974397.9885,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-10
1200,69,803813.6897,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-03-10
1199,69,203792.7844,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-10
1198,69,110346.9455,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-10
1820,69,655022.4506,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-03-10
2858,69,733440.9093,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-03-10
3710,69,623234.3564,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-10
550,69,388567.1189,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-10
83,69,580267.4625,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-03-10
82,69,30660.65503,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-03-10
551,69,457731.8864,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-03-10
3708,69,281694.7262,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-03-10
549,69,296712.231,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-10
3706,69,-242635.1259,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-03-10
547,69,225136.4177,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-03-10
548,69,273895.142,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-03-10
